MW or Mn (g/mol),Organic Content on Adsorbent Basis (%),N Content on Adsorbent Basis (mmol/g),Amine 2 or Additive 2  to Amine 1 Ratio,OH to N ratio,BET Surface Area of Solid Support (m2g-1),Pore Volume of Solid Support (cm3g-1),Average Pore Diameters (nm),CO2 Concentration (vol%),Flow Rate (mL/min),Adsorption Time (min),Adsorption Temperature (℃),CO2 Capacity (mmol/g),1° Amine,2° Amine,Amine_Density (g/cm³),Amine_Viscosity (mPa·s),Support_Morphology_Cubic,Support_Morphology_Foam-like,Support_Morphology_Hollow Spheres,Support_Morphology_Irregular,Support_Morphology_Mesoporous Carbon,Support_Morphology_Monolith,Support_Morphology_Nanoparticles,Support_Morphology_Octahedral,Support_Morphology_Spherical,Support_Morphology_Spherical Carbon,Support_Morphology_Tubular Hollow,Amine_structure_Linear
305,33.36,7.51,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,20,1.49,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,30.0,7.5,0.0,0.0,3492.0,2.2,2.52,0.04,90.0,750.0,25,0.24,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,1,0,0,0,0
305,19.51,4.29,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,80,0.58,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,54.36,12.41,0.0,0.0,576.0,0.73,3.2,100.0,50.0,30.0,75,3.37,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
600,48.98,7.99,0.2,0.1,880.0,1.13,5.14,0.04,90.0,800.0,30,1.31,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,50.0,13.21,0.0,0.0,733.0,0.89,7.01,0.04,300.0,180.0,25,1.79,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
331,48.97,10.71,0.0,0.0,1027.0,0.73,2.85,100.0,80.0,60.0,25,1.5,0.2857142857142857,0.7142857142857143,0.98,18.0,0,0,0,0,0,0,0,0,1,0,0,1
350,48.6,11.7,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,45,2.7,0.4552058111380145,0.3026634382566586,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
305,44.1,10.11,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,40,0.49,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,50.0,11.67,0.0,0.0,597.0,1.42,58.0,100.0,60.0,60.0,25,4.1,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
103,49.49,13.67,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,120,0.27,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
600,35.7,8.93,0.0,0.0,124.0,1.0,16.1,0.04,90.0,720.0,25,1.0,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
600,30.29,8.02,0.0,0.0,255.02,0.86,11.71,100.0,60.0,60.0,120,1.51,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
537,49.8,11.8,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,30,1.92,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
189,40.0,10.56,0.0,0.0,1650.0,0.92,1.82,0.04,300.0,180.0,25,0.5,0.4,0.6,0.98,15.0,1,0,0,0,0,0,0,0,0,0,0,1
305,33.36,7.51,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,40,1.7,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,23.05,5.52,0.0,0.0,447.0,4.52,40.45,0.04,100.0,900.0,30,0.62,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
189,72.8,19.21,0.64,0.46,272.0,1.54,28.0,15.0,70.0,100.0,60,4.35,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
305,32.5,7.84,0.0,0.0,1527.0,2.77,10.5,15.0,50.0,60.0,30,0.56,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
189,70.0,14.75,0.17,0.13,272.0,1.5,27.8,100.0,70.0,120.0,40,4.42,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,37.37,11.14,1.15,0.0,981.0,1.9,3.3,100.0,50.0,30.0,75,1.51,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
189,67.17,12.25,0.11,0.0,576.0,0.73,3.2,15.0,50.0,30.0,75,3.58,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
189,30.0,7.92,0.0,0.0,3492.0,2.2,2.52,0.04,90.0,750.0,-10,0.69,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,1,0,0,0,1
537,49.8,11.8,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,120,2.71,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
600,60.0,8.38,0.5,0.24,880.0,1.13,5.14,0.04,90.0,800.0,30,1.59,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
232,83.14,21.6,0.0,0.0,1410.0,8.41,67.1,100.0,50.0,180.0,100,4.36,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
600,50.0,11.67,0.0,0.0,800.0,1.23,6.1,100.0,30.0,180.0,75,2.63,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,1,0
600,78.89,18.24,0.0,0.0,447.0,4.52,40.45,10.0,100.0,900.0,30,2.01,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
462,50.0,14.07,0.0,7.69,1650.0,0.92,1.82,0.04,300.0,180.0,25,0.29,0.0,1.0,1.02,150.0,1,0,0,0,0,0,0,0,0,0,0,1
202,40.0,7.91,0.0,0.0,124.0,1.0,16.1,0.04,90.0,720.0,-20,0.5,0.5,0.5,1.05,25.0,0,0,0,0,0,0,1,0,0,0,0,1
103,43.29,11.69,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,60,0.96,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
232,75.79,19.3,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,100,3.37,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
305,21.9,5.28,0.0,0.0,1527.0,2.77,10.5,15.0,50.0,60.0,30,0.5,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
600,40.0,9.33,0.0,0.0,729.0,0.94,8.1,0.04,60.0,300.0,-10,0.8,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,60.0,13.5,0.0,0.0,854.0,1.98,8.4,100.0,80.0,60.0,75,3.87,0.4552058111380145,0.3026634382566586,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
189,50.0,13.23,0.0,0.0,643.0,1.14,7.12,0.04,100.0,350.0,15,1.96,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
600,76.48,17.56,0.0,0.0,447.0,4.52,40.45,0.04,100.0,900.0,30,2.3,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
423,50.0,10.64,0.0,0.0,950.0,1.31,8.01,100.0,100.0,50.0,50,2.19,0.0,1.0,1.02,150.0,0,0,0,0,0,0,0,0,0,0,0,1
600,18.3,4.27,0.0,0.0,124.0,1.0,16.1,0.04,90.0,720.0,-20,0.47,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
331,48.43,10.24,0.0,0.0,1053.0,0.69,2.62,100.0,80.0,60.0,25,2.05,0.2857142857142857,0.7142857142857143,0.98,18.0,0,0,0,0,0,0,0,0,1,0,0,1
600,55.0,12.83,0.0,0.0,597.0,1.42,58.0,100.0,60.0,60.0,75,2.62,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
2200,35.0,6.17,0.0,0.0,608.0,2.03,28.4,10.0,90.0,180.0,120,0.99,1.0,0.0,1.08,100.0,0,1,0,0,0,0,0,0,0,0,0,1
305,44.12,10.13,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,100,3.54,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,32.5,7.84,0.0,0.0,1952.0,1.8,3.79,15.0,50.0,60.0,30,0.78,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
600,35.7,8.33,0.0,0.0,124.0,1.0,16.1,0.04,50.0,720.0,-20,1.8,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
103,36.93,9.93,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,40,1.39,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
189,54.36,12.41,0.0,0.0,576.0,0.73,3.2,15.0,50.0,30.0,75,2.6,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
232,81.0,20.7,0.0,0.0,1410.0,8.41,67.1,100.0,50.0,180.0,75,5.57,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
189,50.0,13.21,0.0,0.0,1650.0,0.92,1.82,0.04,300.0,180.0,25,0.85,0.4,0.6,0.98,15.0,1,0,0,0,0,0,0,0,0,0,0,1
60,60.0,19.97,0.0,0.0,733.0,0.89,7.01,0.04,300.0,180.0,25,0.12,0.0,1.0,0.9,15.0,0,0,0,0,0,0,0,0,0,0,0,1
537,49.8,11.8,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,90,3.47,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
600,76.54,17.69,0.0,0.0,447.0,4.52,40.45,10.0,100.0,900.0,30,2.31,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
189,56.93,18.32,0.19,0.0,981.0,1.9,3.3,0.04,50.0,30.0,25,3.32,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
1020,29.06,6.52,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,25,0.94,0.37921348314606745,0.3398876404494382,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,50.16,12.13,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,20,1.33,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
103,9.79,2.71,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,60,0.65,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
305,44.12,10.29,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,40,2.16,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,50.0,11.67,0.0,0.0,597.0,1.42,58.0,15.0,60.0,60.0,75,3.14,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
350,19.37,2.77,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,30,0.57,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,50.0,10.58,0.0,0.0,854.0,1.98,8.4,100.0,80.0,60.0,75,2.61,0.5,0.5,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
103,19.69,5.27,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,120,0.29,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
537,45.3,10.7,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,30,2.06,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
232,81.0,20.8,0.0,0.0,1410.0,8.41,67.1,100.0,50.0,180.0,25,3.09,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
600,44.2,12.35,0.0,0.0,3340.0,2.2,2.63,0.04,90.0,50.0,25,1.2,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,1,0,0,0,0
189,37.37,11.14,1.15,0.0,981.0,1.9,3.3,100.0,50.0,30.0,25,1.93,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
2372,35.0,5.75,0.0,0.0,608.0,2.03,28.4,10.0,90.0,180.0,100,1.14,0.9090909090909091,0.09090909090909091,1.1,120.0,0,1,0,0,0,0,0,0,0,0,0,0
600,41.18,5.07,0.88,0.38,201.0,0.45,9.2,0.04,90.0,800.0,30,1.06,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
600,78.88,18.09,0.0,0.0,447.0,4.52,40.45,0.04,100.0,900.0,50,2.45,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
103,34.65,9.29,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,60,0.87,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
189,70.0,11.95,0.75,0.16,272.0,1.5,27.8,100.0,70.0,120.0,40,5.62,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
462,40.0,11.27,0.0,7.69,733.0,0.89,7.01,0.04,300.0,180.0,25,0.67,0.0,1.0,1.02,150.0,0,0,0,0,0,0,0,0,0,0,0,1
331,40.0,8.46,0.0,0.0,452.0,0.54,4.75,100.0,80.0,60.0,25,2.41,0.2857142857142857,0.7142857142857143,0.98,18.0,0,1,0,0,0,0,0,0,0,0,0,1
600,72.23,16.56,0.0,0.0,447.0,4.52,40.45,10.0,100.0,900.0,90,4.07,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
10000,50.0,11.33,0.0,0.0,756.0,1.95,10.3,100.0,30.0,180.0,50,2.5,0.32275132275132273,0.4126984126984127,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
600,30.98,8.15,0.0,0.0,463.59,1.46,14.86,100.0,60.0,60.0,60,2.67,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
537,19.82,4.43,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,35,0.5,0.39887640449438205,0.3202247191011236,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
423,50.0,10.64,0.0,0.0,950.0,1.31,8.01,100.0,100.0,50.0,75,2.72,0.0,1.0,1.02,150.0,0,0,0,0,0,0,0,0,0,0,0,1
189,60.8,18.2,0.26,0.0,981.0,1.9,3.3,100.0,50.0,30.0,75,5.35,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
232,56.52,14.4,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,100,0.43,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
189,50.0,10.58,0.0,0.0,854.0,1.98,8.4,100.0,80.0,60.0,75,4.03,0.5,0.5,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
10000,70.0,15.86,0.0,0.0,756.0,1.95,10.3,100.0,30.0,180.0,75,4.25,0.32275132275132273,0.4126984126984127,1.03,200.0,0,0,0,0,0,0,0,0,0,0,1,0
189,74.37,22.26,0.12,0.0,981.0,1.9,3.3,100.0,50.0,30.0,25,4.33,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
350,39.59,8.89,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,35,1.69,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,10.0,2.37,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,40,0.52,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
103,34.65,9.31,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,60,0.8,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
189,70.0,15.16,0.0,0.0,272.0,1.5,27.8,100.0,70.0,120.0,80,4.97,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
600,70.59,6.21,1.38,0.61,880.0,1.13,5.14,0.04,90.0,800.0,30,1.64,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
60,50.0,16.64,0.0,0.0,733.0,0.89,7.01,0.04,300.0,180.0,25,0.11,0.0,1.0,0.9,15.0,0,0,0,0,0,0,0,0,0,0,0,1
305,35.23,8.24,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,100,2.06,0.418013856812933,0.3510392609699769,1.03,200.0,1,0,0,0,0,0,0,0,0,0,0,0
600,29.58,7.75,0.0,0.0,330.0,1.4,16.6,100.0,60.0,60.0,30,2.0,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
600,50.0,11.67,0.0,0.0,643.0,1.14,7.12,0.04,100.0,350.0,55,1.35,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
331,48.92,10.34,0.0,0.0,452.0,0.54,4.75,100.0,80.0,60.0,55,1.25,0.2857142857142857,0.7142857142857143,0.98,18.0,0,1,0,0,0,0,0,0,0,0,0,1
15000,30.0,5.26,0.0,0.0,950.0,1.31,8.01,100.0,100.0,50.0,140,1.03,1.0,0.0,1.08,100.0,0,0,0,0,0,0,0,0,0,0,0,1
146,40.0,10.94,0.0,0.0,1380.0,0.65,2.1,0.04,300.0,180.0,25,0.63,0.5,0.5,0.95,22.0,0,0,0,0,0,0,0,0,0,0,0,1
537,29.9,7.0,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,45,2.14,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
537,37.76,8.44,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,25,1.25,0.39887640449438205,0.3202247191011236,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
103,34.65,9.25,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,20,1.08,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
305,32.5,7.84,0.0,0.0,1525.0,1.92,5.3,15.0,50.0,60.0,70,0.56,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
189,60.8,18.2,0.26,0.0,981.0,1.9,3.3,100.0,50.0,30.0,50,4.72,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
189,72.8,19.21,0.64,0.46,272.0,1.54,28.0,15.0,70.0,100.0,20,4.43,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
103,19.12,4.77,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,60,0.76,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
305,44.1,10.11,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,100,2.36,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,23.0,6.08,0.0,0.0,124.0,1.0,16.1,0.04,90.0,720.0,25,1.2,0.4,0.6,0.98,15.0,0,0,0,0,0,0,1,0,0,0,0,1
305,38.49,8.61,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,40,2.01,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
10000,50.4,11.8,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,120,2.35,0.38663484486873506,0.37470167064439136,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
537,37.8,8.95,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,120,2.15,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
350,28.57,6.94,0.0,0.0,817.0,1.1,5.71,10.0,50.0,600.0,75,0.68,0.4552058111380145,0.3026634382566586,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
600,70.0,16.33,0.0,0.0,729.0,0.94,8.1,0.04,60.0,300.0,20,0.74,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,51.28,12.14,0.11,0.0,576.0,0.73,3.2,100.0,50.0,30.0,25,2.67,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
600,30.98,8.15,0.0,0.0,463.59,1.46,14.86,100.0,60.0,60.0,30,2.92,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
600,60.32,6.23,0.9,0.46,880.0,1.13,5.14,0.04,90.0,800.0,30,1.41,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,40.0,9.33,0.0,0.0,729.0,0.94,8.1,0.04,60.0,300.0,35,0.85,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,46.66,12.3,0.0,0.0,255.02,0.86,11.71,100.0,60.0,60.0,90,2.91,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
103,18.8,5.25,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,40,0.21,0.6666666666666666,0.3333333333333333,0.95,20.0,1,0,0,0,0,0,0,0,0,0,0,1
537,49.2,10.99,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,35,1.67,0.39887640449438205,0.3202247191011236,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,10.0,2.17,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,120,0.08,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
232,79.59,20.4,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,50,1.94,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
15000,50.0,8.77,0.0,0.0,950.0,1.31,8.01,100.0,100.0,50.0,120,1.51,1.0,0.0,1.08,100.0,0,0,0,0,0,0,0,0,0,0,0,1
103,19.12,4.77,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,40,0.6,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
600,46.66,12.3,0.0,0.0,255.02,0.86,11.71,100.0,60.0,60.0,30,1.61,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
146,45.29,16.47,0.0,0.0,3340.0,2.2,2.63,0.04,90.0,50.0,25,2.8,0.75,0.0,0.95,18.0,0,0,0,0,0,0,0,1,0,0,0,0
189,50.0,10.58,0.0,0.0,854.0,1.98,8.4,100.0,80.0,60.0,75,2.95,0.5,0.5,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
103,47.1,12.69,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,40,0.81,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
600,50.0,11.67,0.0,0.0,968.0,0.87,3.6,100.0,30.0,180.0,100,2.59,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,43.0,4.03,3.6,0.0,880.0,1.13,5.14,0.04,90.0,800.0,30,0.21,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,72.8,19.21,0.64,0.46,272.0,1.54,28.0,100.0,70.0,100.0,30,5.15,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,85.0,14.11,0.89,0.54,272.0,1.54,28.0,100.0,70.0,100.0,40,4.98,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
600,47.35,33.81,0.0,0.0,907.55,1.34,6.54,100.0,60.0,60.0,30,3.27,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
331,48.92,10.34,0.0,0.0,452.0,0.54,4.75,100.0,80.0,60.0,65,1.48,0.2857142857142857,0.7142857142857143,0.98,18.0,0,1,0,0,0,0,0,0,0,0,0,1
189,70.0,13.89,0.4,0.14,272.0,1.5,27.8,100.0,70.0,120.0,40,5.12,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
305,21.9,5.28,0.0,0.0,1525.0,1.92,5.3,15.0,50.0,60.0,30,0.23,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
600,30.0,7.0,0.0,0.0,597.0,1.42,58.0,100.0,60.0,60.0,25,2.33,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
146,50.0,13.68,0.0,0.0,1650.0,0.92,1.82,0.04,100.0,180.0,25,1.24,0.5,0.5,0.95,22.0,1,0,0,0,0,0,0,0,0,0,0,1
189,50.0,13.23,0.0,0.0,643.0,1.14,7.12,0.04,100.0,350.0,45,2.07,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
600,70.0,16.33,0.0,0.0,729.0,0.94,8.1,0.04,60.0,300.0,35,1.64,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
15000,65.0,11.4,0.0,0.0,950.0,1.31,8.01,100.0,100.0,50.0,140,2.47,1.0,0.0,1.08,100.0,0,0,0,0,0,0,0,0,0,0,0,1
189,74.37,22.26,0.12,0.0,981.0,1.9,3.3,100.0,50.0,30.0,75,5.13,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
189,61.6,10.19,0.95,0.56,272.0,1.54,28.0,100.0,70.0,100.0,40,5.12,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
537,17.2,3.99,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,120,0.63,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
305,38.49,8.39,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,80,2.81,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
232,83.14,21.5,0.0,0.0,1410.0,8.41,67.1,100.0,50.0,180.0,25,2.62,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
103,9.79,2.75,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,20,0.84,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
232,85.99,22.3,0.0,0.0,1410.0,8.41,67.1,100.0,50.0,180.0,25,2.51,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
